@relation segment

@attribute original numeric
@attribute Mean_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Mean_2.0 numeric
@attribute Variance_2.0 numeric
@attribute Mean_4.0 numeric
@attribute Variance_4.0 numeric
@attribute Mean_8.0 numeric
@attribute Variance_8.0 numeric
@attribute class {'class 1','class 2'}

@data
119,117.5,45.099998,115.739128,77.656128,114.705032,114.571785,121.522224,217.144745,'class 1'
121,116.333336,250.266663,118.5,275.690491,125.435898,285.316986,122.941414,272.40448,'class 1'
115,121.333336,94.666664,122.13636,159.647186,123.880341,237.847626,122.175751,265.209167,'class 1'
119,121.166664,82.966667,122.454544,97.021645,122.931625,189.409073,121.242508,249.289001,'class 1'
119,121.333336,23.466667,123.772728,78.945885,121.743591,146.744034,120.038147,224.585175,'class 1'
115,124.166664,78.966667,126.181816,52.536797,120.512817,113.683022,118.809265,202.146378,'class 1'
123,125.5,67.099998,124.63636,88.432899,120.008545,98.680962,118.237061,181.774567,'class 1'
127,125.833336,87.366669,121.681816,89.846321,120.111115,101.685822,118.034058,166.936081,'class 1'
129,123.166664,28.966667,119.409088,82.158012,119.726494,110.786621,118.204361,159.387924,'class 1'
119,117.5,69.900002,117.818184,67.774895,117.854698,109.073532,118.595367,166.778748,'class 1'
112,119,168.800003,122.782608,232.632416,122.359474,496.955444,119.704247,422.095612,'class 1'
121,122.333336,149.46666,123.565216,298.802368,123.673203,522.668823,118.749352,456.93277,'class 1'
128,124.333336,215.066666,123.695656,316.857697,123.15686,548.68573,117.528191,500.429962,'class 1'
111,119.666664,159.066666,121.95652,303.952576,120.352943,562.177246,116.203819,530.186707,'class 1'
115,114.5,169.899994,116.608696,333.61264,116.366013,546.786194,115.063316,541.76593,'class 1'
108,110.5,298.700012,110.652176,362.782623,111.653595,515.175293,114.071121,546.921997,'class 1'
126,131.5,114.699997,131.608688,178.521744,127.254906,436.691162,121.18647,385.995575,'class 1'
138,135.166672,191.366669,136.521744,258.442688,131.006531,428.427582,120.406761,407.10437,'class 1'
143,141.166672,129.766663,139.956528,253.770752,132.928101,431.48822,119.640938,437.072357,'class 1'
147,143.333328,147.46666,140.478256,248.624512,132.53595,469.276672,118.674759,474.782135,'class 1'
131,136.166672,188.96666,138.08696,246.628464,129.509811,536.541016,117.549873,507.202576,'class 1'
138,134.333328,112.666664,133.217392,248.177872,125.294121,568.327393,116.581963,523.913635,'class 1'
137,131.833328,195.766663,126.08696,333.446655,120.091507,571.557373,115.699043,538.859863,'class 1'
125,123.166664,283.766663,118.217392,353.632416,114.071892,540.935608,114.817863,547.765381,'class 1'
127,127.166664,161.766663,128.304352,246.857712,126.869278,421.180176,122.074585,365.378113,'class 1'
143,140.333328,120.26667,140.043472,208.316208,133.032684,374.558136,121.346924,376.49585,'class 1'
150,149.5,60.299999,147.782608,177.08696,137.732025,299.697449,120.772766,392.193115,'class 1'
155,155,72.800003,152.217392,117.814232,140.405228,266.176819,120.215958,417.657318,'class 1'
160,155.833328,61.766666,151.608688,96.067192,140.45752,297.920868,119.671295,448.000366,'class 1'
147,149.166672,108.566666,148.82608,130.78656,138.111115,363.467834,119.032089,480.624847,'class 1'
146,146.833328,24.566668,145.260864,104.292488,134.032684,435.939728,118.342583,505.536194,'class 1'
149,145.333328,43.866665,138,177.72728,128.450974,491.328186,117.594971,527.46344,'class 1'
148,136.5,143.5,129.217392,265.35968,122.300652,505.409027,116.934082,536.355042,'class 1'
131,125.833336,202.166672,119.826088,250.422928,117.071892,467.369812,116.434898,532.847168,'class 1'
115,115.333336,129.066666,117.782608,278.996033,123.039215,418.248444,122.673027,344.563995,'class 1'
131,133,134.800003,133.391312,276.339935,130.183014,417.637329,121.970512,353.337677,'class 1'
148,147.666672,95.866669,145.478256,168.5336,137.006531,312.953918,121.445793,366.743805,'class 1'
159,157.833328,56.966667,153.478256,76.806328,142.235291,200.957428,121.031219,379.795898,'class 1'
168,162.333328,26.266666,156.434784,35.802372,145.379089,131.026398,120.888985,398.590088,'class 1'
167,160.5,33.099998,155.869568,36.482212,145.888885,127.402046,120.840416,417.392914,'class 1'
155,154.666672,47.466667,153.217392,60.177864,144.137253,169.566559,120.770164,444.600769,'class 1'
153,152.166672,10.166667,149.956528,42.134388,140.588242,245.678024,120.495232,473.63736,'class 1'
154,149.5,29.9,145.217392,74.177864,134.980392,334.598297,120.009537,504.257721,'class 1'
144,143.5,100.699997,138.304352,150.03952,128.901962,377.852173,119.470078,517.610413,'class 1'
134,132.666672,78.26667,128.260864,215.928848,123.607841,374.647827,119.230034,520.112976,'class 1'
124,120.5,113.5,119.304344,163.221344,120.176468,334.488403,118.823265,511.711853,'class 1'
105,107,154,109.826088,278.241119,118.653595,349.793701,122.73027,318.572144,'class 1'
123,123.666664,173.46666,123.652176,310.055328,125.241829,413.658234,122.121422,329.228302,'class 1'
142,140.333328,128.666672,137.17392,195.78656,132.575165,382.811737,121.749352,337.194946,'class 1'
154,150.833328,44.966667,147.260864,102.565216,139.366013,264.509888,121.680832,348.134155,'class 1'
162,157.333328,30.266666,152.869568,53.664032,144.529419,148.948135,121.589767,359.907074,'class 1'
165,159.666672,39.466667,154.434784,56.166008,147.137253,87.553406,121.786644,374.865906,'class 1'
155,155.5,79.5,154.391312,56.249012,147.718948,68.427071,122.261055,387.790283,'class 1'
150,151.166672,20.166666,151.869568,47.209488,146.359482,92.284401,122.727669,407.146271,'class 1'
153,150.666672,17.866667,149.608688,25.158102,143.098038,139.273224,122.860367,434.177521,'class 1'
155,150.666672,26.666666,146.521744,58.442688,137.686279,226.624619,122.620987,466.818909,'class 1'
152,147.5,26.700001,142.521744,82.079048,131.738556,280.45752,122.294014,491.659149,'class 1'
141,137.833328,60.566666,134.043472,135.770752,127.019608,289.558838,122.257813,495.143738,'class 1'
130,127.333336,59.866665,125.478264,129.715408,123.594772,269.334717,122.112785,486.745483,'class 1'
97,97.833336,85.366669,98.260872,113.474312,112.594772,195.584717,123.188202,270.097351,'class 1'
104,104.666664,191.866669,106,220,115.588234,265.678009,122.416306,287.022705,'class 1'
120,118.166664,224.96666,117.04348,318.134399,120.496735,352.488464,121.651344,306.46167,'class 1'
134,133.5,127.5,130.043472,244.861664,127.411766,371.046448,121.338249,316.116394,'class 1'
147,143.166672,35.766666,140.652176,111.146248,134.235291,316.102173,121.436256,325.843384,'class 1'
150,149.166672,43.766666,147.521744,46.806324,139.941177,214.818878,121.76149,333.789429,'class 1'
152,152.333328,34.266666,150.347824,48.6917,144.045746,138.307098,122.122292,342.673401,'class 1'
152,150,87.599998,150.478256,56.897232,145.679733,127.403336,122.801384,350.41626,'class 1'
144,146.833328,39.766666,148.82608,56.422924,145.431366,137.089005,123.644409,364.312683,'class 1'
143,144.666672,17.066668,147.17392,31.604744,143.777771,153.581879,124.538597,381.484833,'class 1'
143,144.333328,22.266666,145.652176,46.237156,140.764709,189.062698,125.046837,407.527313,'class 1'
141,143.5,117.5,144.608688,66.70356,136.117645,237.078171,125.031219,435.54068,'class 1'
147,143.666672,68.666664,140.478256,98.351776,130.84314,265.777863,124.926277,455.438141,'class 1'
135,135.5,103.900002,132.391312,179.794464,127.183006,259.689972,124.971352,451.285889,'class 1'
126,123.833336,116.966667,124.91304,175.992096,124.424835,237.535431,124.838364,443.744507,'class 1'
112,105.666664,126.26667,105.652176,188.055328,114.437912,203.747757,121.862968,253.401352,'class 1'
123,118.166664,158.566666,114.217392,249.177872,118.013069,269.670868,121.235039,275.575775,'class 1'
138,130.666672,147.066666,124.652176,240.328064,122.934639,321.166748,120.657417,297.697632,'class 1'
146,141.5,33.900002,136.478256,146.5336,128.686279,301.137756,120.525589,313.555115,'class 1'
147,148,16.799999,144.695648,70.857704,134.183014,237.09787,120.752815,328.503967,'class 1'
155,151.666672,8.666667,148.478256,37.079052,138.300659,182.093216,121.499565,338.496735,'class 1'
154,149.666672,46.266666,148.217392,53.359684,140.45752,186.460358,122.471809,341.971649,'class 1'
137,146,50.799999,146.82608,43.695652,140.960785,224.393188,123.57589,344.331268,'class 1'
138,141.166672,14.966666,143.869568,35.93676,139.967316,259.110779,124.631393,354.981201,'class 1'
139,140.666672,7.466667,141.82608,40.695652,138.333328,262.986847,125.817863,372.190765,'class 1'
140,138.333328,61.466667,139.739136,59.474308,135.725494,265.489929,126.674759,391.419312,'class 1'
124,134.833328,56.166668,138.043472,125.67984,132.117645,257.486053,126.990463,413.191742,'class 1'
134,132.166672,127.76667,132.304352,226.130432,128.477127,248.698486,127.048569,420.858765,'class 1'
121,122.5,200.300003,124.04348,268.588928,125.941177,228.068878,127.059029,408.481323,'class 1'
105,112.333336,169.866669,113.478264,176.260864,116.627449,190.511612,121.018211,243.786987,'class 1'
124,121.666664,127.466667,121.04348,171.043472,119.627449,233.774765,120.402428,269.921234,'class 1'
140,135.5,64.699997,129.608688,159.158096,124.039215,267.037933,119.845619,294.076843,'class 1'
147,144,18.799999,139.565216,94.166008,128.274506,245.332047,119.806595,314.914825,'class 1'
150,149.5,6.7,147.652176,43.237156,131.549026,222.446594,120.166519,330.458344,'class 1'
153,154.166672,13.766666,150.739136,22.29249,133.901962,228.6548,121.209023,342.984924,'class 1'
153,151,6.8,148,48.81818,134.490189,282.080505,122.483955,352.611084,'class 1'
149,143.5,37.900002,143.347824,59.600792,134.274506,318.332031,123.786644,356.652344,'class 1'
142,140.333328,31.466667,138.304352,80.7668,132.673203,346.931976,125.137032,362.627045,'class 1'
139,137.5,16.299999,136.347824,77.146248,131.026138,327.472992,126.562012,376.331451,'class 1'
137,135.166672,48.566666,131.869568,116.57312,129.411758,297.533295,127.614914,390.863739,'class 1'
128,125.833336,58.166668,126.521736,200.079056,127.738564,258.220673,128.178665,400.968048,'class 1'
123,120.5,139.5,120.434784,235.711456,125.830063,236.799881,128.331314,397.029022,'class 1'
118,122.166664,49.366665,123.95652,78.04348,120.071892,197.067169,120.071983,267.160614,'class 1'
134,132.666672,74.26667,130.391312,109.33992,123.431374,232.167953,119.487427,287.322968,'class 1'
142,141.166672,36.966667,138.695648,102.584984,126.209152,233.600708,119.334778,306.63089,'class 1'
148,147.666672,36.266666,145.17392,60.241108,127.777779,255.647659,119.736343,321.237701,'class 1'
153,149.833328,38.566666,146.652176,68.50988,128.379089,302.763245,120.832611,341.349548,'class 1'
149,146.5,67.099998,142.869568,126.391304,128.143784,352.03183,122.216827,359.558838,'class 1'
140,140,95.199997,135.521744,192.442688,127.333336,375.815796,123.691238,370.007019,'class 1'
132,131.833328,115.366669,129.608688,213.794464,125.555557,359.919586,125.181267,381.608612,'class 1'
130,127.666664,81.066666,126.217392,172.905136,123.986931,310.776154,126.703384,393.123749,'class 1'
125,124.333336,77.466667,122.565216,144.711456,123.483658,269.277679,127.920212,398.465851,'class 1'
114,115.833336,78.966667,117.521736,137.80632,123.490196,250.83049,128.594971,396.498138,'class 1'
129,126.333336,72.26667,124.95652,122.407112,121.679741,202.29808,119.410233,280.490417,'class 1'
134,133.166672,74.966667,131.043472,164.316208,123.522873,242.303757,119.207283,292.011688,'class 1'
139,139.333328,35.866665,136,157.181824,124.15686,296.383118,119.470947,300.176453,'class 1'
139,139.5,65.5,135.739136,218.837952,123.490196,343.014709,120.464005,320.922546,'class 1'
133,132.666672,116.26667,129.608688,347.521729,122.418304,377.31073,121.778839,349.295654,'class 1'
125,122.333336,229.066666,122.826088,351.695648,120.745094,383.691162,123.230705,371.774841,'class 1'
112,114.5,206.300003,117.391304,282.976288,119.15686,331.567352,124.704247,389.557434,'class 1'
112,112.666664,123.866669,115,183,117.895424,260.844269,126.124023,400.186859,'class 1'
115,114,49.599998,113.565216,113.802368,118.568626,229.852173,127.396355,401.763763,'class 1'
118,120,110.800003,121.08696,187.537552,120.281044,230.16391,119.412834,273.773865,'class 1'
132,127.333336,64.666664,124.260872,180.201584,120,290.236847,119.431915,275.07196,'class 1'
130,126.333336,96.26667,122.521736,241.988144,118.823532,332.212067,120.093666,289.954773,'class 1'
118,114.333336,226.666672,117.130432,277.027679,116.967323,353.716034,121.260193,319.159668,'class 1'
98,104.833336,183.366669,110.391304,213.976288,114.823532,324.080505,122.593239,352.462006,'class 1'
126,121.666664,87.866669,117.04348,117.861664,116.241829,242.802979,119.800522,257.31955,'class 1'
127,120,100.400002,115.304344,120.40316,114.45752,266.131409,119.970512,263.186615,'class 1'
122,118,72.400002,114.304344,97.948616,111.418304,203.652817,120.05117,252.999985,'class 1'
100,106.166664,242.166672,113.95652,239.861664,121.124184,184.359482,129.320038,359.169189,'class 1'
127,121.333336,202.666672,121.217392,222.450592,120.967323,196.308136,127.61058,329.435883,'class 1'
118,116.5,229.5,116.739128,246.837952,120.333336,233.171051,133.877716,385.765411,'class 1'
118,119.5,254.699997,119.434784,304.256927,122.699348,226.185333,131.62619,371.328033,'class 1'
124,125,220,123.652176,257.055328,124.15686,215.869965,129.356461,350.049042,'class 1'
137,133,49.599998,128.782608,189.996048,124.22876,221.19075,127.471809,321.245941,'class 1'
142,136.666672,81.866669,130.521744,135.624512,123.196075,224.579727,125.667824,287.444244,'class 1'
130,124.166664,211.366669,122.95652,210.498016,125.019608,309.598297,136.546402,382.02063,'class 1'
138,133.666672,78.666664,128.347824,175.964432,124.954247,268.359741,134.367737,379.928894,'class 1'
139,135.5,77.099998,131.565216,132.802368,126.84314,240.58049,131.823074,368.987762,'class 1'
141,136.166672,38.166668,134.391312,116.158104,127.967323,209.400238,129.300079,347.310913,'class 1'
138,141.5,33.099998,138.521744,61.079052,128.405228,192.09787,127.163055,316.572357,'class 1'
150,144.5,39.900002,138.782608,101.268776,127.241829,198.000351,125.277534,280.704163,'class 1'
139,136.333328,123.466667,134.043472,179.952576,125.568626,196.9048,123.937553,252.140198,'class 1'
101,111.5,111.900002,120.130432,214.482208,133.477127,314.001129,140.248047,362.445374,'class 1'
126,124.333336,225.866669,125.173912,228.604736,130.960785,286.77478,138.844757,369.075714,'class 1'
140,136.166672,76.166664,131.347824,174.237152,129.725494,257.555725,136.928009,378.526917,'class 1'
143,140.166672,7.766667,136.08696,62.62846,129.686279,214.216721,134.528183,380.115753,'class 1'
141,140,9.2,138.130432,35.573124,130.84314,186.317337,131.878571,366.372406,'class 1'
139,138.833328,43.366665,139.217392,40.177864,131.254898,165.006973,129.162186,346.927673,'class 1'
147,143.666672,45.466667,142.17392,47.150196,131.437912,148.234604,126.993927,313.589386,'class 1'
154,150.166672,6.566667,143.565216,41.711464,130.437912,150.024078,125.157852,275.43512,'class 1'
148,145.5,42.700001,140.82608,96.78656,128.490189,162.869965,123.84996,248.085968,'class 1'
138,136.333328,116.26667,133.17392,148.059296,126.366013,179.680939,122.946228,228.886002,'class 1'
118,124.166664,121.366669,125.478264,150.079056,123.993462,189.059174,122.391151,218.115097,'class 1'
115,118.5,41.099998,119.95652,78.134384,120.947716,164.220932,122.045967,219.984863,'class 1'
119,122.666664,258.666656,126.91304,220.810272,136.477127,270.369537,140.695572,356.54007,'class 1'
141,134.833328,127.76667,132.17392,167.968384,134.124176,228.991058,138.859497,374.836151,'class 1'
148,143,22,137.478256,65.806328,132.882355,177.893967,136.705124,383.445953,'class 1'
143,142.5,17.9,139.391312,26.33992,133.137253,126.711304,134.231567,380.162476,'class 1'
135,137.833328,35.366665,138.739136,22.837944,133.405228,118.637344,131.567215,364.398468,'class 1'
127,135.166672,18.566668,138.869568,41.93676,133.483658,121.711899,129.031219,339.292419,'class 1'
137,140.5,88.300003,140.130432,76.209488,133.013077,128.723511,126.980919,310.249634,'class 1'
152,147,61.200001,141.91304,79.44664,132,136.039474,125.346054,273.099762,'class 1'
151,146.5,21.1,141.043472,61.316204,130.117645,148.630798,124.174324,249.109344,'class 1'
141,139.666672,49.466667,136.521744,78.079048,128.477127,158.751114,123.398956,235.363266,'class 1'
129,129.666672,61.466667,129.521744,108.5336,125.732025,174.921143,123.007805,229.516434,'class 1'
126,122.666664,25.066668,123.434784,57.711464,122.568626,166.9048,122.604507,231.411163,'class 1'
121,121.166664,15.766666,119.304344,25.948616,119.810455,155.70726,122.091934,235.998489,'class 1'
130,128.833328,100.566666,131.391312,164.976288,139.084961,244.854568,140.828278,357.56424,'class 1'
144,140.833328,43.766666,136.608688,71.158104,136.660126,193.291626,138.531662,382.870728,'class 1'
149,144.666672,10.266666,139.043472,34.134388,134.895432,138.094254,136.230698,385.931091,'class 1'
144,141.5,24.299999,138.652176,31.964426,134.15033,104.825935,133.847351,372.290924,'class 1'
140,137.333328,15.066667,135.608688,37.794468,133.653595,117.898949,131.328705,356.038544,'class 1'
135,133,20,133.652176,51.055336,133.15033,153.391724,129.034698,334.71756,'class 1'
134,134.333328,11.066667,133.956528,125.04348,132.320267,180.33754,127.124893,308.989594,'class 1'
137,138.166672,86.966667,135.652176,150.600784,131.908493,181.517883,125.856026,277.260498,'class 1'
145,139.5,65.5,136,113.818184,130.954254,167.780792,124.920212,253.689804,'class 1'
139,137,33.200001,134.739136,53.20158,129.803925,168.711304,124.303558,238.970276,'class 1'
129,130.166672,38.566666,131.08696,75.628456,127.235291,177.023224,123.856895,233.528976,'class 1'
125,124.833336,42.166668,125.608696,77.885376,124.248367,181.016861,123.37381,234.333237,'class 1'
122,120,31.200001,119.347824,78.146248,121.22876,173.953903,122.803993,239.34697,'class 1'
109,114,74,113.08696,79.173912,119.718956,138.729706,122.105812,250.108582,'class 1'
137,136.666672,68.26667,134.869568,95.027664,136.947708,204.602509,138.033829,387.310486,'class 1'
141,138.5,35.099998,136.130432,64.664032,134.888885,159.888885,135.603638,389.489471,'class 1'
135,135.833328,42.966667,135.217392,41.268776,133.104568,141.72583,133.392883,372.695343,'class 1'
136,134.333328,13.866667,133.08696,27.901186,131.522873,170.724808,131.115356,351.876434,'class 1'
132,132.666672,13.466666,129.82608,67.877472,129.928101,215.211899,129.024292,331.018494,'class 1'
135,129.333328,82.26667,127.95652,112.407112,129.189545,246.970413,127.327843,306.085144,'class 1'
136,131.5,169.899994,128.260864,167.474304,129.470581,246.434982,126.219429,279.864136,'class 1'
138,134.666672,61.466667,131.652176,114.87352,129.882355,220.90712,125.472679,253.778976,'class 1'
134,136.5,13.1,134.130432,74.482216,129.941177,190.187302,125.047699,234.140945,'class 1'
136,134.833328,49.366665,132.869568,85.391304,128.875824,189.570007,124.633133,226.143936,'class 1'
133,131.166672,82.966667,129.434784,111.438736,126.895424,207.423203,124.123154,228.213989,'class 1'
121,123.666664,123.466667,122.08696,163.17392,124.196075,219.119202,123.554207,237.146576,'class 1'
134,133.833328,6.566667,131.478256,32.079052,127.339867,222.028473,130.993057,345.727142,'class 1'
132,132.5,28.700001,130.478256,101.806328,125.431374,234.707428,129.03299,325.978058,'class 1'
127,129.833328,133.366669,128.17392,172.059296,125.019608,254.927246,127.414063,304.79538,'class 1'
138,131.166672,132.166672,127.217392,188.177872,126.045753,264.741302,126.379341,281.005402,'class 1'
141,140.166672,77.366669,136.956528,95.407112,129.568634,218.312698,125.290802,239.447067,'class 1'
148,144.166672,41.766666,138.695648,78.584984,129.980392,207.716721,124.941841,232.527451,'class 1'
146,141,65.599998,135.782608,125.814232,129.816986,220.124176,124.53125,237.797455,'class 1'
138,132.833328,161.366669,128.91304,212.810272,128.294113,255.787918,124.197052,245.508484,'class 1'
138,136.833328,98.566666,131.478256,171.897232,126.516342,272.619812,125.888985,265.44989,'class 1'
153,145.333328,43.866665,138.608688,102.976288,129.620911,259.894836,125.387215,252.943268,'class 1'
154,150.5,9.5,143.91304,44.992096,132.045746,230.372894,125.209595,246.350693,'class 1'
150,147.833328,26.566668,144.434784,65.347824,133.22876,227.703903,125.059502,250.013351,'class 1'
145,142.833328,51.766666,139.17392,151.150192,132.581696,267.06073,124.916519,256.44458,'class 1'
137,134.666672,151.46666,133.478256,222.351776,130.803925,281.48761,124.527534,255.013901,'class 1'
137,131.833328,210.96666,129.695648,259.948608,128.169937,248.260406,123.985794,248.51358,'class 1'
127,127.166664,149.766663,126.173912,146.51384,121.758171,274.092438,126.964684,286.651764,'class 1'
126,128,130,128.739136,168.110672,126.117645,314.7229,125.981415,277.30011,'class 1'
144,140.166672,134.566666,136.695648,169.130432,130.470581,299.856049,125.492561,268.077148,'class 1'
152,149.5,15.1,145.91304,83.537552,134.143784,238.913391,125.45446,261.32724,'class 1'
152,152.166672,6.566667,149.82608,39.78656,136.202621,205.741577,125.507439,259.565521,'class 1'
152,150.5,17.1,147.82608,73.78656,136.418304,218.915985,125.374535,260.15448,'class 1'
148,146.666672,29.466667,143.478256,105.806328,134.607849,255.989944,124.822495,256.57962,'class 1'
150,145,27.200001,140.521744,118.16996,131.437912,247.089874,124.052048,252.302399,'class 1'
148,144.666672,50.266666,138.565216,84.711464,127.111115,241.257309,123.108734,250.162125,'class 1'
148,140.833328,49.366665,134.08696,127.537552,123.30719,222.714218,122.081787,254.384003,'class 1'
113,120.166664,57.766666,122.782608,146.450592,125.686272,342.585144,125.825569,290.179871,'class 1'
128,131,152.800003,133.739136,232.01976,130.522873,336.040588,125.485626,284.988129,'class 1'
146,146.833328,98.966667,145.521744,178.442688,134.633987,265.786194,125.59465,279.263092,'class 1'
157,155.833328,40.566666,152.91304,59.355732,137.490189,187.093658,125.754211,270.233185,'class 1'
157,155.5,26.700001,153.043472,37.86166,138.254898,178.980652,125.654114,262.984406,'class 1'
149,151,14.8,148.695648,48.039524,136.882355,233.01239,125.010902,259.270721,'class 1'
147,147.5,3.5,143.695648,56.7668,133.562088,267.181976,124.101089,261.440155,'class 1'
148,143.333328,37.066666,138.565216,102.89328,129.418304,260.679138,123.017838,259.86673,'class 1'
139,136.5,160.300003,132.391312,188.703552,125.300652,245.527435,121.836472,256.688507,'class 1'
116,119.333336,253.066666,122.347824,282.691711,122.640526,226.113342,120.84539,257.962189,'class 1'
118,116,70,116.608696,159.0672,123.546051,363.242889,125.319351,298.325256,'class 1'
130,129.833328,111.76667,128.565216,308.984192,128.39473,391.551758,125.169891,298.593292,'class 1'
149,147.5,125.900002,143.82608,248.059296,132.289474,355.915649,125.493546,294.090912,'class 1'
165,159.833328,35.766666,153.956528,70.225296,135.434204,273.439362,125.889244,283.478577,'class 1'
164,159.833328,17.366667,154.043472,62.86166,136.960526,258.077911,125.910751,270.916687,'class 1'
154,150.166672,67.76667,146.565216,172.802368,136.723679,282.50592,125.400002,264.720337,'class 1'
145,140.166672,110.566666,137.652176,246.509888,134.611847,303.629791,124.443008,267.050018,'class 1'
133,133.333328,169.866669,131.043472,325.316193,131.440796,301.466675,123.229034,268.38559,'class 1'
127,125.833336,140.166672,126.04348,234.40712,127.539474,291.084534,121.932259,267.639099,'class 1'
109,114.666664,97.066666,119.869568,161.3004,124.598686,261.963715,120.902153,266.966736,'class 1'
131,125.166664,166.96666,122.695656,328.221344,125.460434,424.858917,124.802155,310.54303,'class 1'
145,142.666672,181.866669,138.17392,330.513824,129.597122,425.082886,125.517982,304.989471,'class 1'
162,156.333328,86.666664,148,187.27272,132.705032,396.629761,126.223022,291.748535,'class 1'
160,154,156.800003,147.217392,245.450592,135.424454,345.869263,126.440048,276.530029,'class 1'
140,139.333328,300.666656,137.521744,402.5336,136.705032,322.847137,126.034775,270.585815,'class 1'
124,126.833336,273.766663,127.63636,375.861481,126.649574,475.626129,125.771118,318.0867,'class 1'
144,138.666672,287.466675,135.72728,399.064941,130.307693,479.680359,126.799728,295.453705,'class 1'
136,135.833328,359.366669,135.5,429.785706,133.239319,440.321533,127.246597,276.647156,'class 1'
114,118.5,337.899994,124.545456,637.021667,135.495728,381.217651,126.877388,276.396942,'class 1'
107,111.5,317.100006,118.91304,410.446655,126.039215,539.27478,120.450127,497.860565,'class 1'
116,117.666664,245.066666,124.130432,438.664032,130.117645,529.986084,121.05204,489.957367,'class 1'
108,114.5,376.700012,122.695656,564.130432,130.84967,578.325928,121.847351,469.375977,'class 1'
100,106.5,378.700012,116.08696,551.71936,128.751633,617.977356,122.661751,444.328186,'class 1'
107,112.666664,246.266663,117.04348,378.134399,122.444443,586.959045,121.476151,475.218384,'class 1'
125,125.333336,254.666672,129.565216,383.438721,129.627457,589.248474,121.689507,477.674347,'class 1'
128,132.666672,169.866669,136.565216,350.802368,134.281052,544.216553,121.827408,478.215851,'class 1'
131,132.166672,273.366669,136.304352,449.766785,135.620911,549.263245,122.30442,468.842133,'class 1'
125,125.666664,387.066681,128.956528,549.316223,133.934647,589.522034,122.919342,449.490875,'class 1'
107,111.666664,285.866669,120.304344,444.130432,129.359482,627.915955,123.161316,432.506927,'class 1'
108,108.5,177.899994,110.826088,282.332001,117.450981,544.196594,122.011276,461.85318,'class 1'
128,125,201.199997,125.391304,398.249023,126.137253,628.369202,122.539459,454.318115,'class 1'
141,140.333328,132.666672,139,285.636353,134.202621,554.109985,122.576759,452.883209,'class 1'
145,145.333328,123.866669,146.652176,183.14624,139.019608,464.256195,122.524719,461.358978,'class 1'
146,146,148,146,234.818176,140.823532,437.396271,122.82914,459.794556,'class 1'
138,138.5,218.699997,139.130432,342.391296,139.581696,480.547546,123.11882,447.955475,'class 1'
120,123.666664,169.866669,129.782608,379.723328,134.954254,519.846558,123.235039,439.424744,'class 1'
112,115,156.800003,122.869568,277.118591,127.588234,548.704346,123.082397,435.58783,'class 1'
113,114.833336,116.566666,117.130432,227.209488,119.581696,484.718597,122.803123,432.665192,'class 1'
102,100.5,88.300003,103.347824,187.418976,113.777779,391.950287,122.243713,457.753906,'class 1'
113,117.166664,161.366669,118.04348,343.043488,121.333336,546.71051,122.784912,456.950226,'class 1'
133,134.333328,180.666672,134.17392,314.332001,129.92157,595.335938,123.137032,447.337097,'class 1'
150,148.333328,97.866669,146,162.72728,137.934647,444.482544,123.144836,438.141327,'class 1'
150,151.833328,30.166666,152.17392,99.877472,142.888885,303.902039,123.130966,441.112183,'class 1'
149,148.666672,35.466667,150.217392,137.541504,144.620911,291.486938,123.38855,439.192657,'class 1'
141,139.5,141.100006,141.782608,236.632416,143.254898,342.020111,123.619255,433.876617,'class 1'
127,127.666664,212.666672,133.739136,235.565216,137.947708,412.589355,123.656548,434.371521,'class 1'
111,121.666664,128.666672,127.869568,179.845856,129.915039,476.551941,123.540329,436.816284,'class 1'
116,119.666664,102.26667,123.130432,131.664032,121.816994,437.80838,123.177795,437.705353,'class 1'
108,109,132.399994,109.434784,257.438721,117.15686,396.22522,122.993927,459.191803,'class 1'
132,126.833336,209.366669,124.217392,344.450592,124.601311,508.925537,123.204681,453.305298,'class 1'
147,144.5,115.5,140.17392,231.78656,132.673203,493.418823,123.393753,442.341339,'class 1'
160,153.5,23.9,150.478256,78.806328,139.660126,343.212677,123.433655,430.903809,'class 1'
158,155.5,37.099998,153.652176,65.87352,144.326797,205.813553,123.64267,422.189911,'class 1'
147,148.333328,143.066666,150.434784,149.075104,145.856216,185.689713,123.915871,416.959076,'class 1'
126,135.333328,152.266663,142.391312,181.612656,143.359482,270.468597,124.2229,412.133423,'class 1'
118,127.5,49.099998,135,139.818176,137.418304,404.06073,124.30529,417.705322,'class 1'
123,124,98.400002,129.478256,147.897232,129.437912,459.313568,124.108414,429.555084,'class 1'
121,123.5,68.300003,121.782608,132.08696,121.875816,388.964752,123.731133,435.056122,'class 1'
116,116.166664,12.966666,114.695656,132.494064,116.522873,299.040588,123.209885,436.230225,'class 1'
135,129.333328,240.666672,127.869568,277.664032,126.705879,437.103729,123.796181,444.808258,'class 1'
151,146.666672,49.066666,141.739136,187.110672,133.647064,383.269348,123.753685,427.302124,'class 1'
152,155.166672,47.766666,150.82608,50.604744,139.398697,276.070251,123.738945,417.038574,'class 1'
163,155.833328,26.966667,152.695648,69.584984,142.934647,204.679916,124.012146,401.044983,'class 1'
151,150.5,148.699997,147.608688,140.521744,143.130722,225.706482,124.397224,390.475769,'class 1'
